Begin Time (s),End Time (s),Common Name,Confidence,3997 Begin File
54,57,Yellow-throated Warbler,0.1202,   1 PAM10_20230404_070000.wav
57,60,Black-throated Green Warbler,0.2325,   1 PAM10_20230404_070000.wav
57,60,Yellow-throated Warbler,0.1278,   1 PAM10_20230404_070000.wav
24,27,Pine Warbler,0.113,   1 PAM10_20230404_071000.wav
48,51,Downy Woodpecker,0.7898,   1 PAM10_20230404_071000.wav
9,12,Pine Warbler,0.1317,   1 PAM10_20230404_071000.wav
15,18,Blackpoll Warbler,0.231,   1 PAM10_20230404_072000.wav
21,24,Blackpoll Warbler,0.1198,   1 PAM10_20230404_072000.wav
36,39,Blackpoll Warbler,0.3114,   1 PAM10_20230404_072000.wav
39,42,Bay-breasted Warbler,0.1027,   1 PAM10_20230404_072000.wav
39,42,Blackpoll Warbler,0.1219,   1 PAM10_20230404_072000.wav
39,42,Cape May Warbler,0.1487,   1 PAM10_20230404_072000.wav
57,60,Louisiana Waterthrush,0.1044,   1 PAM10_20230404_072000.wav
9,12,Bay-breasted Warbler,0.1026,   1 PAM10_20230404_072000.wav
9,12,Blackpoll Warbler,0.1034,   1 PAM10_20230404_072000.wav
0,3,Red-bellied Woodpecker,0.1593,   1 PAM10_20230404_073000.wav
24,27,Yellow-throated Warbler,0.1004,   1 PAM10_20230404_073000.wav
3,6,Red-bellied Woodpecker,0.2232,   1 PAM10_20230404_073000.wav
15,18,Tufted Titmouse,0.1598,   1 PAM10_20230404_074000.wav
15,18,Yellow-throated Warbler,0.1026,   1 PAM10_20230404_074000.wav
21,24,Palm Warbler,0.1224,   1 PAM10_20230404_074000.wav
21,24,Swamp Sparrow,0.1118,   1 PAM10_20230404_074000.wav
30,33,Yellow-throated Warbler,0.1312,   1 PAM10_20230404_074000.wav
6,9,Yellow-throated Warbler,0.1299,   1 PAM10_20230404_074000.wav
9,12,Yellow-throated Warbler,0.1811,   1 PAM10_20230404_074000.wav
39,42,White-breasted Nuthatch,0.246,   1 PAM10_20230404_075000.wav
42,45,Chimney Swift,0.1527,   1 PAM10_20230404_075000.wav
18,21,Tufted Titmouse,0.1162,   1 PAM10_20230404_080000.wav
3,6,Red-bellied Woodpecker,0.3892,   1 PAM10_20230404_080000.wav
36,39,Chipping Sparrow,0.1977,   1 PAM10_20230404_080000.wav
51,54,Carolina Chickadee,0.1644,   1 PAM10_20230404_080000.wav
0,3,Carolina Chickadee,0.1049,   1 PAM10_20230404_081000.wav
15,18,Carolina Chickadee,0.9777,   1 PAM10_20230404_081000.wav
21,24,Prothonotary Warbler,0.2724,   1 PAM10_20230404_081000.wav
27,30,Carolina Chickadee,0.9067,   1 PAM10_20230404_081000.wav
3,6,Carolina Chickadee,0.9162,   1 PAM10_20230404_081000.wav
33,36,Carolina Chickadee,0.6413,   1 PAM10_20230404_081000.wav
36,39,Carolina Chickadee,0.1345,   1 PAM10_20230404_081000.wav
39,42,Carolina Chickadee,0.841,   1 PAM10_20230404_081000.wav
42,45,Black-throated Green Warbler,0.2,   1 PAM10_20230404_081000.wav
42,45,Carolina Chickadee,0.2035,   1 PAM10_20230404_081000.wav
48,51,Carolina Chickadee,0.1993,   1 PAM10_20230404_081000.wav
51,54,Carolina Chickadee,0.9665,   1 PAM10_20230404_081000.wav
54,57,Carolina Chickadee,0.8664,   1 PAM10_20230404_081000.wav
57,60,Carolina Chickadee,0.2796,   1 PAM10_20230404_081000.wav
57,60,Eurasian Blue Tit,0.1429,   1 PAM10_20230404_081000.wav
6,9,Carolina Chickadee,0.9808,   1 PAM10_20230404_081000.wav
9,12,Carolina Chickadee,0.9665,   1 PAM10_20230404_081000.wav
24,27,Tufted Titmouse,0.1593,   1 PAM10_20230404_082000.wav
27,30,Tufted Titmouse,0.1402,   1 PAM10_20230404_082000.wav
36,39,Gray-hooded Attila,0.1065,   1 PAM10_20230404_082000.wav
42,45,Tufted Titmouse,0.2223,   1 PAM10_20230404_082000.wav
54,57,Tufted Titmouse,0.2515,   1 PAM10_20230404_082000.wav
57,60,Ruby-crowned Kinglet,0.1642,   1 PAM10_20230404_082000.wav
12,15,Chimney Swift,0.2455,   1 PAM10_20230404_083000.wav
15,18,Pine Warbler,0.8632,   1 PAM10_20230404_083000.wav
18,21,Dark-eyed Junco,0.2286,   1 PAM10_20230404_083000.wav
18,21,Orange-crowned Warbler,0.3453,   1 PAM10_20230404_083000.wav
18,21,Pine Warbler,0.4078,   1 PAM10_20230404_083000.wav
21,24,Carolina Chickadee,0.1559,   1 PAM10_20230404_083000.wav
24,27,Carolina Chickadee,0.1044,   1 PAM10_20230404_083000.wav
24,27,Palm Warbler,0.1039,   1 PAM10_20230404_083000.wav
30,33,Swamp Sparrow,0.2364,   1 PAM10_20230404_083000.wav
39,42,Pine Warbler,0.7224,   1 PAM10_20230404_083000.wav
42,45,Black-throated Green Warbler,0.1189,   1 PAM10_20230404_083000.wav
42,45,Carolina Chickadee,0.1,   1 PAM10_20230404_083000.wav
48,51,Brown Creeper,0.1271,   1 PAM10_20230404_083000.wav
57,60,Pine Warbler,0.2557,   1 PAM10_20230404_083000.wav
0,3,Pine Warbler,0.3036,   1 PAM10_20230404_084000.wav
18,21,Carolina Chickadee,0.8036,   1 PAM10_20230404_084000.wav
24,27,Black-throated Green Warbler,0.1785,   1 PAM10_20230404_084000.wav
24,27,Carolina Chickadee,0.1571,   1 PAM10_20230404_084000.wav
27,30,Carolina Chickadee,0.786,   1 PAM10_20230404_084000.wav
30,33,Carolina Chickadee,0.7643,   1 PAM10_20230404_084000.wav
39,42,Carolina Chickadee,0.7487,   1 PAM10_20230404_084000.wav
57,60,Carolina Chickadee,0.6914,   1 PAM10_20230404_084000.wav
15,18,Blue-winged Warbler,0.1893,   1 PAM10_20230404_085000.wav
15,18,Golden-winged Warbler,0.5199,   1 PAM10_20230404_085000.wav
21,24,Blue-winged Warbler,0.2278,   1 PAM10_20230404_085000.wav
24,27,Blue-winged Warbler,0.1192,   1 PAM10_20230404_085000.wav
24,27,Prairie Warbler,0.1327,   1 PAM10_20230404_085000.wav
30,33,Pine Warbler,0.1887,   1 PAM10_20230404_085000.wav
51,54,Blue-winged Warbler,0.1059,   1 PAM10_20230404_085000.wav
54,57,Black-throated Green Warbler,0.1973,   1 PAM10_20230404_085000.wav
54,57,Blue-winged Warbler,0.1106,   1 PAM10_20230404_085000.wav
54,57,Prairie Warbler,0.5052,   1 PAM10_20230404_085000.wav
9,12,Pine Warbler,0.1628,   1 PAM10_20230404_085000.wav
15,18,Pine Warbler,0.1822,   1 PAM10_20230404_090000.wav
15,18,Yellow-throated Warbler,0.1181,   1 PAM10_20230404_090000.wav
18,21,Red-bellied Woodpecker,0.3701,   1 PAM10_20230404_090000.wav
21,24,Pine Warbler,0.3941,   1 PAM10_20230404_090000.wav
24,27,Pine Warbler,0.1594,   1 PAM10_20230404_090000.wav
3,6,Wood Thrush,0.1194,   1 PAM10_20230404_090000.wav
30,33,Pine Warbler,0.2258,   1 PAM10_20230404_090000.wav
39,42,Pine Warbler,0.1847,   1 PAM10_20230404_090000.wav
6,9,Pine Warbler,0.3359,   1 PAM10_20230404_090000.wav
6,9,Red-bellied Woodpecker,0.3796,   1 PAM10_20230404_090000.wav
9,12,Pine Warbler,0.1312,   1 PAM10_20230404_090000.wav
9,12,Red-bellied Woodpecker,0.8362,   1 PAM10_20230404_090000.wav
27,30,Pine Warbler,0.3263,   1 PAM10_20230404_091000.wav
6,9,Pine Warbler,0.3854,   1 PAM10_20230404_091000.wav
18,21,Yellow-throated Warbler,0.1112,   1 PAM10_20230404_092000.wav
24,27,Pine Warbler,0.1544,   1 PAM10_20230404_092000.wav
24,27,Yellow-throated Warbler,0.1077,   1 PAM10_20230404_092000.wav
33,36,Pine Warbler,0.119,   1 PAM10_20230404_092000.wav
33,36,Yellow-throated Warbler,0.1171,   1 PAM10_20230404_092000.wav
42,45,Chimney Swift,0.1005,   1 PAM10_20230404_093000.wav
45,48,Prothonotary Warbler,0.1684,   1 PAM10_20230404_093000.wav
57,60,Tufted Titmouse,0.232,   1 PAM10_20230404_093000.wav
0,3,Carolina Wren,0.1046,   1 PAM10_20230404_094000.wav
21,24,Red-bellied Woodpecker,0.1295,   1 PAM10_20230404_094000.wav
27,30,Red-bellied Woodpecker,0.3281,   1 PAM10_20230404_094000.wav
39,42,Pine Warbler,0.4736,   1 PAM10_20230404_094000.wav
42,45,Tufted Titmouse,0.8053,   1 PAM10_20230404_094000.wav
57,60,Black-winged Saltator,0.1395,   1 PAM10_20230404_094000.wav
57,60,Red-and-black Grosbeak,0.2563,   1 PAM10_20230404_094000.wav
9,12,Carolina Wren,0.1186,   1 PAM10_20230404_094000.wav
27,30,Northern Cardinal,0.115,   1 PAM10_20230404_095000.wav
36,39,Northern Cardinal,0.1819,   1 PAM10_20230404_095000.wav
42,45,Palm Warbler,0.2956,   1 PAM10_20230404_095000.wav
15,18,Red-shouldered Hawk,0.1343,   1 PAM10_20230404_100000.wav
27,30,Chimney Swift,0.1891,   1 PAM10_20230404_100000.wav
30,33,Red-bellied Woodpecker,0.2908,   1 PAM10_20230404_100000.wav
33,36,Chimney Swift,0.1092,   1 PAM10_20230404_100000.wav
33,36,Red-bellied Woodpecker,0.1033,   1 PAM10_20230404_100000.wav
51,54,Carolina Wren,0.227,   1 PAM10_20230404_100000.wav
0,3,Red-tailed Hawk,0.1129,   1 PAM10_20230404_101000.wav
12,15,Red-shouldered Hawk,0.6856,   1 PAM10_20230404_101000.wav
15,18,Red-shouldered Hawk,0.6529,   1 PAM10_20230404_101000.wav
18,21,Red-shouldered Hawk,0.8994,   1 PAM10_20230404_101000.wav
21,24,Red-shouldered Hawk,0.4759,   1 PAM10_20230404_101000.wav
24,27,Carolina Wren,0.1238,   1 PAM10_20230404_101000.wav
3,6,Palm Warbler,0.1904,   1 PAM10_20230404_101000.wav
36,39,Red-shouldered Hawk,0.667,   1 PAM10_20230404_101000.wav
39,42,Pine Warbler,0.1421,   1 PAM10_20230404_101000.wav
42,45,Eurasian Green Woodpecker,0.103,   1 PAM10_20230404_101000.wav
48,51,Red-shouldered Hawk,0.931,   1 PAM10_20230404_101000.wav
15,18,Swainson's Warbler,0.1266,   1 PAM10_20230404_102000.wav
24,27,Carolina Wren,0.1469,   1 PAM10_20230404_102000.wav
3,6,Yellow-throated Warbler,0.114,   1 PAM10_20230404_102000.wav
42,45,Pine Warbler,0.9102,   1 PAM10_20230404_102000.wav
54,57,Pine Warbler,0.1512,   1 PAM10_20230404_102000.wav
57,60,Pine Warbler,0.2204,   1 PAM10_20230404_102000.wav
3,6,Blue Jay,0.3482,   1 PAM10_20230404_103000.wav
42,45,Blue Jay,0.216,   1 PAM10_20230404_103000.wav
51,54,Blue Jay,0.1856,   1 PAM10_20230404_103000.wav
51,54,Red-shouldered Hawk,0.1319,   1 PAM10_20230404_103000.wav
54,57,Red-shouldered Hawk,0.2083,   1 PAM10_20230404_103000.wav
9,12,Pine Warbler,0.1699,   1 PAM10_20230404_103000.wav
0,3,Pine Warbler,0.1693,   1 PAM10_20230404_104000.wav
12,15,Northern Parula,0.1049,   1 PAM10_20230404_104000.wav
12,15,Yellow-throated Warbler,0.2084,   1 PAM10_20230404_104000.wav
18,21,Yellow-throated Warbler,0.109,   1 PAM10_20230404_104000.wav
21,24,Yellow-throated Warbler,0.1441,   1 PAM10_20230404_104000.wav
24,27,Yellow-throated Warbler,0.2024,   1 PAM10_20230404_104000.wav
3,6,Carolina Wren,0.1986,   1 PAM10_20230404_104000.wav
30,33,Common Swift,0.1215,   1 PAM10_20230404_104000.wav
42,45,Yellow-throated Warbler,0.1102,   1 PAM10_20230404_104000.wav
45,48,Carolina Wren,0.1059,   1 PAM10_20230404_104000.wav
48,51,Yellow-throated Warbler,0.1392,   1 PAM10_20230404_104000.wav
54,57,Carolina Wren,0.1259,   1 PAM10_20230404_104000.wav
54,57,Northern Parula,0.1486,   1 PAM10_20230404_104000.wav
9,12,Carolina Wren,0.1459,   1 PAM10_20230404_104000.wav
15,18,Carolina Chickadee,0.2943,   1 PAM10_20230404_105000.wav
15,18,Swainson's Warbler,0.1385,   1 PAM10_20230404_105000.wav
39,42,Carolina Chickadee,0.3444,   1 PAM10_20230404_105000.wav
42,45,Crested Bobwhite,0.1002,   1 PAM10_20230404_105000.wav
51,54,Northern Cardinal,0.105,   1 PAM10_20230404_105000.wav
9,12,Swainson's Warbler,0.1003,   1 PAM10_20230404_105000.wav
18,21,Swainson's Warbler,0.1294,   1 PAM10_20230404_110000.wav
18,21,Yellow-throated Warbler,0.1283,   1 PAM10_20230404_110000.wav
27,30,Kentucky Warbler,0.1375,   1 PAM10_20230404_110000.wav
27,30,Pine Warbler,0.5196,   1 PAM10_20230404_110000.wav
33,36,Chipping Sparrow,0.117,   1 PAM10_20230404_110000.wav
33,36,Pine Warbler,0.1487,   1 PAM10_20230404_110000.wav
39,42,Pine Warbler,0.7996,   1 PAM10_20230404_110000.wav
45,48,Carolina Wren,0.1368,   1 PAM10_20230404_110000.wav
51,54,Kentucky Warbler,0.1242,   1 PAM10_20230404_110000.wav
51,54,Prothonotary Warbler,0.1232,   1 PAM10_20230404_110000.wav
51,54,Swainson's Warbler,0.1537,   1 PAM10_20230404_110000.wav
51,54,Yellow-throated Warbler,0.1172,   1 PAM10_20230404_110000.wav
57,60,Bachman's Sparrow,0.1066,   1 PAM10_20230404_110000.wav
57,60,Yellow-throated Warbler,0.1273,   1 PAM10_20230404_110000.wav
0,3,Pine Warbler,0.103,   1 PAM10_20230404_111000.wav
0,3,Yellow-throated Warbler,0.1111,   1 PAM10_20230404_111000.wav
12,15,Yellow-throated Warbler,0.1043,   1 PAM10_20230404_111000.wav
18,21,Pine Warbler,0.2985,   1 PAM10_20230404_111000.wav
18,21,Yellow-throated Warbler,0.1258,   1 PAM10_20230404_111000.wav
24,27,Pine Warbler,0.1651,   1 PAM10_20230404_111000.wav
24,27,Worm-eating Warbler,0.1109,   1 PAM10_20230404_111000.wav
24,27,Yellow-throated Warbler,0.1159,   1 PAM10_20230404_111000.wav
27,30,Bachman's Sparrow,0.1038,   1 PAM10_20230404_111000.wav
30,33,Banded Bay Cuckoo,0.1165,   1 PAM10_20230404_111000.wav
30,33,Tufted Titmouse,0.1228,   1 PAM10_20230404_111000.wav
33,36,Pine Warbler,0.1314,   1 PAM10_20230404_111000.wav
36,39,Chipping Sparrow,0.1295,   1 PAM10_20230404_111000.wav
36,39,Pine Warbler,0.1096,   1 PAM10_20230404_111000.wav
39,42,Swainson's Warbler,0.1117,   1 PAM10_20230404_111000.wav
42,45,Swainson's Warbler,0.1036,   1 PAM10_20230404_111000.wav
48,51,Carolina Wren,0.2706,   1 PAM10_20230404_111000.wav
48,51,Swainson's Warbler,0.1077,   1 PAM10_20230404_111000.wav
54,57,Bachman's Sparrow,0.1553,   1 PAM10_20230404_111000.wav
54,57,Pine Warbler,0.14,   1 PAM10_20230404_111000.wav
54,57,Yellow-throated Warbler,0.101,   1 PAM10_20230404_111000.wav
57,60,Carolina Wren,0.2654,   1 PAM10_20230404_111000.wav
6,9,Swainson's Warbler,0.1221,   1 PAM10_20230404_111000.wav
6,9,Yellow-throated Warbler,0.2988,   1 PAM10_20230404_111000.wav
9,12,Pine Warbler,0.1216,   1 PAM10_20230404_111000.wav
12,15,Red-bellied Woodpecker,0.2243,   1 PAM10_20230404_112000.wav
27,30,Blue Jay,0.1451,   1 PAM10_20230404_112000.wav
30,33,Red-shouldered Hawk,0.1033,   1 PAM10_20230404_112000.wav
33,36,Wood Thrush,0.1127,   1 PAM10_20230404_112000.wav
36,39,Red-shouldered Hawk,0.9305,   1 PAM10_20230404_112000.wav
39,42,Red-bellied Woodpecker,0.1433,   1 PAM10_20230404_112000.wav
39,42,Red-shouldered Hawk,0.7825,   1 PAM10_20230404_112000.wav
42,45,Red-shouldered Hawk,0.1081,   1 PAM10_20230404_112000.wav
45,48,Barn Owl,0.1261,   1 PAM10_20230404_112000.wav
45,48,Cactus Wren,0.1019,   1 PAM10_20230404_112000.wav
45,48,Red-bellied Woodpecker,0.169,   1 PAM10_20230404_112000.wav
51,54,Red-shouldered Hawk,0.3745,   1 PAM10_20230404_112000.wav
54,57,Red-shouldered Hawk,0.5713,   1 PAM10_20230404_112000.wav
57,60,Red-shouldered Hawk,0.6662,   1 PAM10_20230404_112000.wav
12,15,Dark-eyed Junco,0.105,   1 PAM10_20230404_113000.wav
21,24,Pine Warbler,0.3487,   1 PAM10_20230404_113000.wav
36,39,Pink-legged Graveteiro,0.1027,   1 PAM10_20230404_113000.wav
36,39,Wood Duck,0.1649,   1 PAM10_20230404_113000.wav
57,60,Red-bellied Woodpecker,0.1054,   1 PAM10_20230404_113000.wav
15,18,Asian Fairy-bluebird,0.1422,   1 PAM10_20230404_114000.wav
24,27,Northern Cardinal,0.2597,   1 PAM10_20230404_114000.wav
27,30,Northern Cardinal,0.2519,   1 PAM10_20230404_114000.wav
3,6,Northern Cardinal,0.1888,   1 PAM10_20230404_114000.wav
33,36,Northern Cardinal,0.3691,   1 PAM10_20230404_114000.wav
36,39,Blue Jay,0.241,   1 PAM10_20230404_114000.wav
36,39,Red-bellied Woodpecker,0.1822,   1 PAM10_20230404_114000.wav
39,42,Red-bellied Woodpecker,0.1591,   1 PAM10_20230404_114000.wav
48,51,Northern Cardinal,0.2577,   1 PAM10_20230404_114000.wav
54,57,Blue Jay,0.1469,   1 PAM10_20230404_114000.wav
57,60,Downy Woodpecker,0.3229,   1 PAM10_20230404_114000.wav
0,3,Downy Woodpecker,0.1623,   1 PAM10_20230404_115000.wav
15,18,Yellow-throated Warbler,0.1188,   1 PAM10_20230404_115000.wav
18,21,Yellow-throated Warbler,0.1181,   1 PAM10_20230404_115000.wav
39,42,Eurasian Green Woodpecker,0.1971,   1 PAM10_20230404_115000.wav
45,48,Yellow-throated Warbler,0.2124,   1 PAM10_20230404_115000.wav
9,12,Yellow-throated Warbler,0.1931,   1 PAM10_20230404_115000.wav
0,3,Yellow-throated Warbler,0.1202,   1 PAM10_20230404_120000.wav
12,15,Prothonotary Warbler,0.1146,   1 PAM10_20230404_120000.wav
12,15,Yellow-throated Warbler,0.3242,   1 PAM10_20230404_120000.wav
15,18,Prothonotary Warbler,0.118,   1 PAM10_20230404_120000.wav
15,18,Yellow-throated Warbler,0.2665,   1 PAM10_20230404_120000.wav
18,21,Yellow-throated Warbler,0.2242,   1 PAM10_20230404_120000.wav
21,24,Yellow-throated Warbler,0.1673,   1 PAM10_20230404_120000.wav
24,27,Yellow-throated Warbler,0.1185,   1 PAM10_20230404_120000.wav
27,30,Yellow-throated Warbler,0.1042,   1 PAM10_20230404_120000.wav
3,6,Tufted Titmouse,0.247,   1 PAM10_20230404_120000.wav
3,6,Yellow-throated Warbler,0.2182,   1 PAM10_20230404_120000.wav
30,33,Tufted Titmouse,0.1184,   1 PAM10_20230404_120000.wav
30,33,Yellow-throated Warbler,0.2972,   1 PAM10_20230404_120000.wav
33,36,Pine Warbler,0.1556,   1 PAM10_20230404_120000.wav
33,36,Yellow-throated Warbler,0.2012,   1 PAM10_20230404_120000.wav
36,39,Tufted Titmouse,0.1274,   1 PAM10_20230404_120000.wav
39,42,Yellow-throated Warbler,0.1216,   1 PAM10_20230404_120000.wav
42,45,Yellow-throated Warbler,0.2817,   1 PAM10_20230404_120000.wav
45,48,Yellow-throated Warbler,0.2046,   1 PAM10_20230404_120000.wav
48,51,Yellow-throated Warbler,0.1324,   1 PAM10_20230404_120000.wav
57,60,Yellow-throated Warbler,0.1043,   1 PAM10_20230404_120000.wav
6,9,Tufted Titmouse,0.1075,   1 PAM10_20230404_120000.wav
6,9,Yellow-throated Warbler,0.2608,   1 PAM10_20230404_120000.wav
9,12,Tufted Titmouse,0.2186,   1 PAM10_20230404_120000.wav
0,3,Mistle Thrush,0.134,   1 PAM10_20230404_121000.wav
12,15,Red-bellied Woodpecker,0.2476,   1 PAM10_20230404_121000.wav
15,18,Red-bellied Woodpecker,0.168,   1 PAM10_20230404_121000.wav
21,24,Red-bellied Woodpecker,0.2188,   1 PAM10_20230404_121000.wav
24,27,American Crow,0.1427,   1 PAM10_20230404_121000.wav
24,27,Red-bellied Woodpecker,0.1117,   1 PAM10_20230404_121000.wav
30,33,Noisy Friarbird,0.1315,   1 PAM10_20230404_121000.wav
42,45,Robust Woodpecker,0.2331,   1 PAM10_20230404_121000.wav
48,51,Ruddy Foliage-gleaner,0.2209,   1 PAM10_20230404_121000.wav
54,57,Pied Currawong,0.1939,   1 PAM10_20230404_121000.wav
9,12,Red-bellied Woodpecker,0.1816,   1 PAM10_20230404_121000.wav
12,15,Pine Warbler,0.1019,   1 PAM10_20230404_122000.wav
12,15,Yellow-throated Warbler,0.1202,   1 PAM10_20230404_122000.wav
15,18,Green Shrike-Vireo,0.8979,   1 PAM10_20230404_122000.wav
21,24,Green Shrike-Vireo,0.2038,   1 PAM10_20230404_122000.wav
21,24,Red-breasted Nuthatch,0.2011,   1 PAM10_20230404_122000.wav
24,27,Green Shrike-Vireo,0.6884,   1 PAM10_20230404_122000.wav
27,30,Pine Warbler,0.1589,   1 PAM10_20230404_122000.wav
33,36,Tufted Titmouse,0.1019,   1 PAM10_20230404_122000.wav
36,39,Yellow-throated Warbler,0.1349,   1 PAM10_20230404_122000.wav
39,42,Green Shrike-Vireo,0.3446,   1 PAM10_20230404_122000.wav
42,45,Red-tailed Hawk,0.1556,   1 PAM10_20230404_122000.wav
48,51,Yellow-throated Warbler,0.1084,   1 PAM10_20230404_122000.wav
51,54,Yellow-throated Warbler,0.1341,   1 PAM10_20230404_122000.wav
54,57,Green Shrike-Vireo,0.2472,   1 PAM10_20230404_122000.wav
54,57,Pine Warbler,0.1578,   1 PAM10_20230404_122000.wav
57,60,Green Shrike-Vireo,0.3351,   1 PAM10_20230404_122000.wav
6,9,Green Shrike-Vireo,0.49,   1 PAM10_20230404_122000.wav
9,12,Yellow-throated Warbler,0.1089,   1 PAM10_20230404_122000.wav
0,3,Yellow-throated Warbler,0.1239,   1 PAM10_20230404_123000.wav
12,15,Eurasian Blackbird,0.1143,   1 PAM10_20230404_123000.wav
15,18,Northern Cardinal,0.3738,   1 PAM10_20230404_123000.wav
21,24,Light-vented Bulbul,0.1106,   1 PAM10_20230404_123000.wav
27,30,Green Shrike-Vireo,0.16,   1 PAM10_20230404_123000.wav
27,30,Yellow-throated Warbler,0.1447,   1 PAM10_20230404_123000.wav
3,6,Mistle Thrush,0.1221,   1 PAM10_20230404_123000.wav
33,36,Yellow-throated Warbler,0.1526,   1 PAM10_20230404_123000.wav
42,45,Tufted Titmouse,0.114,   1 PAM10_20230404_123000.wav
57,60,Tufted Titmouse,0.1291,   1 PAM10_20230404_123000.wav
6,9,Northern Cardinal,0.1279,   1 PAM10_20230404_123000.wav
9,12,Northern Cardinal,0.1662,   1 PAM10_20230404_123000.wav
0,3,Tufted Titmouse,0.3421,   1 PAM10_20230404_124000.wav
12,15,Tufted Titmouse,0.5379,   1 PAM10_20230404_124000.wav
15,18,Pine Warbler,0.3431,   1 PAM10_20230404_124000.wav
15,18,Tufted Titmouse,0.4695,   1 PAM10_20230404_124000.wav
15,18,Yellow-browed Shrike-Vireo,0.1357,   1 PAM10_20230404_124000.wav
18,21,Green Shrike-Vireo,0.1554,   1 PAM10_20230404_124000.wav
18,21,Tufted Titmouse,0.1271,   1 PAM10_20230404_124000.wav
18,21,Yellow-throated Warbler,0.1405,   1 PAM10_20230404_124000.wav
21,24,Tufted Titmouse,0.6552,   1 PAM10_20230404_124000.wav
24,27,Tufted Titmouse,0.373,   1 PAM10_20230404_124000.wav
3,6,Tufted Titmouse,0.4269,   1 PAM10_20230404_124000.wav
30,33,Tufted Titmouse,0.6202,   1 PAM10_20230404_124000.wav
33,36,Tufted Titmouse,0.367,   1 PAM10_20230404_124000.wav
36,39,Tufted Titmouse,0.4213,   1 PAM10_20230404_124000.wav
39,42,Pine Warbler,0.2749,   1 PAM10_20230404_124000.wav
39,42,Tufted Titmouse,0.193,   1 PAM10_20230404_124000.wav
42,45,Tufted Titmouse,0.2576,   1 PAM10_20230404_124000.wav
45,48,Tufted Titmouse,0.4388,   1 PAM10_20230404_124000.wav
48,51,Tufted Titmouse,0.35,   1 PAM10_20230404_124000.wav
51,54,Tufted Titmouse,0.6809,   1 PAM10_20230404_124000.wav
54,57,Tufted Titmouse,0.5897,   1 PAM10_20230404_124000.wav
57,60,Pine Warbler,0.1412,   1 PAM10_20230404_124000.wav
57,60,Tufted Titmouse,0.2348,   1 PAM10_20230404_124000.wav
6,9,Tufted Titmouse,0.6159,   1 PAM10_20230404_124000.wav
9,12,Tufted Titmouse,0.5834,   1 PAM10_20230404_124000.wav
0,3,Pine Warbler,0.1943,   1 PAM10_20230404_125000.wav
