,,,,  11 
Begin Time (s),End Time (s),Common Name,Confidence,1561 Begin File
39.0,42.0,Golden-crowned Kinglet,0.1521,   1 PAM2_20230305_065000.wav
45.0,48.0,Carolina Chickadee,0.2064,   1 PAM2_20230305_065000.wav
45.0,48.0,Golden-crowned Kinglet,0.1208,   1 PAM2_20230305_065000.wav
48.0,51.0,Red-shouldered Hawk,0.2470,   1 PAM2_20230305_065000.wav
51.0,54.0,Carolina Chickadee,0.1868,   1 PAM2_20230305_065000.wav
54.0,57.0,Carolina Chickadee,0.1216,   1 PAM2_20230305_065000.wav
57.0,60.0,Tufted Titmouse,0.1197,   1 PAM2_20230305_065000.wav
6.0,9.0,Golden-crowned Kinglet,0.1065,   1 PAM2_20230305_065000.wav
12.0,15.0,Purple Finch,0.1930,   1 PAM2_20230305_070000.wav
15.0,18.0,Rose-breasted Grosbeak,0.1335,   1 PAM2_20230305_070000.wav
18.0,21.0,Pileated Woodpecker,0.1815,   1 PAM2_20230305_070000.wav
21.0,24.0,Black-backed Woodpecker,0.1551,   1 PAM2_20230305_070000.wav
21.0,24.0,Pileated Woodpecker,0.3677,   1 PAM2_20230305_070000.wav
24.0,27.0,Gray-crowned Yellowthroat,0.1255,   1 PAM2_20230305_070000.wav
27.0,30.0,Purple Finch,0.1303,   1 PAM2_20230305_070000.wav
30.0,33.0,Fox Sparrow,0.1256,   1 PAM2_20230305_070000.wav
33.0,36.0,Pileated Woodpecker,0.5914,   1 PAM2_20230305_070000.wav
36.0,39.0,Pileated Woodpecker,0.5917,   1 PAM2_20230305_070000.wav
36.0,39.0,Purple Finch,0.2567,   1 PAM2_20230305_070000.wav
45.0,48.0,Cedar Waxwing,0.1703,   1 PAM2_20230305_070000.wav
51.0,54.0,Cedar Waxwing,0.3164,   1 PAM2_20230305_070000.wav
6.0,9.0,Red-shouldered Hawk,0.5905,   1 PAM2_20230305_070000.wav
9.0,12.0,Painted Redstart,0.1325,   1 PAM2_20230305_070000.wav
9.0,12.0,Red-shouldered Hawk,0.4109,   1 PAM2_20230305_070000.wav
0,3.0,Tufted Titmouse,0.3970,   1 PAM2_20230305_071000.wav
12.0,15.0,Tufted Titmouse,0.2893,   1 PAM2_20230305_071000.wav
15.0,18.0,Brown Creeper,0.1345,   1 PAM2_20230305_071000.wav
15.0,18.0,Tufted Titmouse,0.1301,   1 PAM2_20230305_071000.wav
18.0,21.0,Tufted Titmouse,0.1159,   1 PAM2_20230305_071000.wav
21.0,24.0,Pine Warbler,0.4479,   1 PAM2_20230305_071000.wav
21.0,24.0,Yellow-browed Shrike-Vireo,0.1286,   1 PAM2_20230305_071000.wav
3.0,6.0,Yellow-bellied Sapsucker,0.4407,   1 PAM2_20230305_071000.wav
30.0,33.0,Golden-crowned Kinglet,0.1265,   1 PAM2_20230305_071000.wav
30.0,33.0,White-throated Sparrow,0.1335,   1 PAM2_20230305_071000.wav
36.0,39.0,Bachman's Sparrow,0.1437,   1 PAM2_20230305_071000.wav
36.0,39.0,Brown-headed Nuthatch,0.1084,   1 PAM2_20230305_071000.wav
36.0,39.0,Carolina Chickadee,0.2914,   1 PAM2_20230305_071000.wav
36.0,39.0,Pine Warbler,0.1898,   1 PAM2_20230305_071000.wav
39.0,42.0,Tufted Titmouse,0.2392,   1 PAM2_20230305_071000.wav
45.0,48.0,Spotted Flycatcher,0.1771,   1 PAM2_20230305_071000.wav
48.0,51.0,Pine Warbler,0.8592,   1 PAM2_20230305_071000.wav
57.0,60.0,Bachman's Sparrow,0.2075,   1 PAM2_20230305_071000.wav
6.0,9.0,Tufted Titmouse,0.5431,   1 PAM2_20230305_071000.wav
6.0,9.0,Yellow-throated Warbler,0.1783,   1 PAM2_20230305_071000.wav
9.0,12.0,Pine Warbler,0.3932,   1 PAM2_20230305_071000.wav
9.0,12.0,Tufted Titmouse,0.3437,   1 PAM2_20230305_071000.wav
9.0,12.0,Yellow-throated Warbler,0.1627,   1 PAM2_20230305_071000.wav
0,3.0,Red-shouldered Hawk,0.1153,   1 PAM2_20230305_072000.wav
12.0,15.0,Pine Warbler,0.2133,   1 PAM2_20230305_072000.wav
21.0,24.0,Bachman's Sparrow,0.1788,   1 PAM2_20230305_072000.wav
21.0,24.0,Pine Warbler,0.1010,   1 PAM2_20230305_072000.wav
24.0,27.0,Northern Cardinal,0.2675,   1 PAM2_20230305_072000.wav
27.0,30.0,Pine Warbler,0.2260,   1 PAM2_20230305_072000.wav
30.0,33.0,Red-bellied Woodpecker,0.6463,   1 PAM2_20230305_072000.wav
36.0,39.0,Northern Cardinal,0.1470,   1 PAM2_20230305_072000.wav
39.0,42.0,Northern Flicker,0.1635,   1 PAM2_20230305_072000.wav
51.0,54.0,Brown-headed Nuthatch,0.8218,   1 PAM2_20230305_072000.wav
54.0,57.0,Brown-headed Nuthatch,0.1625,   1 PAM2_20230305_072000.wav
57.0,60.0,Northern Flicker,0.1941,   1 PAM2_20230305_072000.wav
57.0,60.0,White-breasted Nuthatch,0.1448,   1 PAM2_20230305_072000.wav
9.0,12.0,Yellow-bellied Sapsucker,0.7923,   1 PAM2_20230305_072000.wav
0,3.0,American Robin,0.1349,   1 PAM2_20230305_073000.wav
0,3.0,Cedar Waxwing,0.1034,   1 PAM2_20230305_073000.wav
12.0,15.0,American Robin,0.1392,   1 PAM2_20230305_073000.wav
15.0,18.0,American Robin,0.1265,   1 PAM2_20230305_073000.wav
27.0,30.0,American Robin,0.1466,   1 PAM2_20230305_073000.wav
3.0,6.0,American Robin,0.2614,   1 PAM2_20230305_073000.wav
30.0,33.0,Red-bellied Woodpecker,0.3458,   1 PAM2_20230305_073000.wav
42.0,45.0,American Robin,0.1863,   1 PAM2_20230305_073000.wav
48.0,51.0,Northern Cardinal,0.3558,   1 PAM2_20230305_073000.wav
51.0,54.0,Carolina Chickadee,0.1244,   1 PAM2_20230305_073000.wav
54.0,57.0,American Robin,0.2449,   1 PAM2_20230305_073000.wav
54.0,57.0,Red-cockaded Woodpecker,0.3007,   1 PAM2_20230305_073000.wav
57.0,60.0,American Robin,0.4609,   1 PAM2_20230305_073000.wav
6.0,9.0,American Robin,0.1197,   1 PAM2_20230305_073000.wav
9.0,12.0,American Robin,0.1236,   1 PAM2_20230305_073000.wav
18.0,21.0,Northern Cardinal,0.1370,   1 PAM2_20230305_074000.wav
24.0,27.0,Vernal Hanging-Parrot,0.1764,   1 PAM2_20230305_074000.wav
27.0,30.0,Northern Cardinal,0.1864,   1 PAM2_20230305_074000.wav
36.0,39.0,Northern Cardinal,0.2591,   1 PAM2_20230305_074000.wav
36.0,39.0,Olive Sparrow,0.5903,   1 PAM2_20230305_074000.wav
42.0,45.0,White-breasted Nuthatch,0.1237,   1 PAM2_20230305_074000.wav
45.0,48.0,Northern Cardinal,0.1222,   1 PAM2_20230305_074000.wav
48.0,51.0,Northern Cardinal,0.2234,   1 PAM2_20230305_074000.wav
54.0,57.0,Olive Sparrow,0.1055,   1 PAM2_20230305_074000.wav
57.0,60.0,Northern Cardinal,0.1941,   1 PAM2_20230305_074000.wav
57.0,60.0,Olive Sparrow,0.1776,   1 PAM2_20230305_074000.wav
18.0,21.0,White-throated Sparrow,0.1117,   1 PAM2_20230305_075000.wav
21.0,24.0,Cedar Waxwing,0.3033,   1 PAM2_20230305_075000.wav
30.0,33.0,Northern Cardinal,0.1288,   1 PAM2_20230305_075000.wav
33.0,36.0,White-breasted Nuthatch,0.2317,   1 PAM2_20230305_075000.wav
39.0,42.0,Northern Cardinal,0.2708,   1 PAM2_20230305_075000.wav
54.0,57.0,White-breasted Nuthatch,0.3573,   1 PAM2_20230305_075000.wav
6.0,9.0,Carolina Chickadee,0.1212,   1 PAM2_20230305_075000.wav
9.0,12.0,Bachman's Sparrow,0.1201,   1 PAM2_20230305_075000.wav
0,3.0,Downy Woodpecker,0.2679,   1 PAM2_20230305_080000.wav
15.0,18.0,Carolina Chickadee,0.4053,   1 PAM2_20230305_080000.wav
18.0,21.0,Cedar Waxwing,0.2138,   1 PAM2_20230305_080000.wav
21.0,24.0,Downy Woodpecker,0.1068,   1 PAM2_20230305_080000.wav
27.0,30.0,Cape May Warbler,0.1119,   1 PAM2_20230305_080000.wav
33.0,36.0,Canada Warbler,0.2310,   1 PAM2_20230305_080000.wav
39.0,42.0,Cedar Waxwing,0.1731,   1 PAM2_20230305_080000.wav
42.0,45.0,Cape May Warbler,0.2061,   1 PAM2_20230305_080000.wav
42.0,45.0,Chestnut-backed Antbird,0.2751,   1 PAM2_20230305_080000.wav
45.0,48.0,Downy Woodpecker,0.1921,   1 PAM2_20230305_080000.wav
48.0,51.0,Red-shouldered Hawk,0.3086,   1 PAM2_20230305_080000.wav
51.0,54.0,Downy Woodpecker,0.2503,   1 PAM2_20230305_080000.wav
51.0,54.0,Eurasian Three-toed Woodpecker,0.1304,   1 PAM2_20230305_080000.wav
6.0,9.0,Bachman's Sparrow,0.1501,   1 PAM2_20230305_080000.wav
6.0,9.0,Red-bellied Woodpecker,0.1158,   1 PAM2_20230305_080000.wav
12.0,15.0,Brown-headed Nuthatch,0.9581,   1 PAM2_20230305_081000.wav
15.0,18.0,Brown-headed Nuthatch,0.5302,   1 PAM2_20230305_081000.wav
18.0,21.0,Brown-headed Nuthatch,0.9058,   1 PAM2_20230305_081000.wav
21.0,24.0,Brown-headed Nuthatch,0.9395,   1 PAM2_20230305_081000.wav
24.0,27.0,Brown-headed Nuthatch,0.9382,   1 PAM2_20230305_081000.wav
27.0,30.0,White-throated Sparrow,0.3729,   1 PAM2_20230305_081000.wav
3.0,6.0,White-throated Sparrow,0.6685,   1 PAM2_20230305_081000.wav
30.0,33.0,Brown-headed Nuthatch,0.8837,   1 PAM2_20230305_081000.wav
33.0,36.0,Brown-headed Nuthatch,0.4079,   1 PAM2_20230305_081000.wav
33.0,36.0,Buff-rumped Thornbill,0.1071,   1 PAM2_20230305_081000.wav
36.0,39.0,Brown-headed Nuthatch,0.9396,   1 PAM2_20230305_081000.wav
39.0,42.0,Brown-headed Nuthatch,0.9004,   1 PAM2_20230305_081000.wav
42.0,45.0,Brown-headed Nuthatch,0.2429,   1 PAM2_20230305_081000.wav
42.0,45.0,Eastern Bluebird,0.5519,   1 PAM2_20230305_081000.wav
45.0,48.0,Brown-headed Nuthatch,0.7610,   1 PAM2_20230305_081000.wav
48.0,51.0,Brown-headed Nuthatch,0.7959,   1 PAM2_20230305_081000.wav
51.0,54.0,American Crow,0.2196,   1 PAM2_20230305_081000.wav
57.0,60.0,White-throated Sparrow,0.2817,   1 PAM2_20230305_081000.wav
6.0,9.0,Bachman's Sparrow,0.1670,   1 PAM2_20230305_081000.wav
6.0,9.0,Brown-headed Nuthatch,0.9858,   1 PAM2_20230305_081000.wav
9.0,12.0,Brown-headed Nuthatch,0.9842,   1 PAM2_20230305_081000.wav
12.0,15.0,Blue Jay,0.1477,   1 PAM2_20230305_082000.wav
15.0,18.0,European Serin,0.1745,   1 PAM2_20230305_082000.wav
18.0,21.0,Eastern Bluebird,0.1034,   1 PAM2_20230305_082000.wav
33.0,36.0,Common Buzzard,0.1193,   1 PAM2_20230305_082000.wav
33.0,36.0,Eastern Bluebird,0.3719,   1 PAM2_20230305_082000.wav
36.0,39.0,Blue-gray Gnatcatcher,0.5576,   1 PAM2_20230305_082000.wav
36.0,39.0,Brown-headed Nuthatch,0.1590,   1 PAM2_20230305_082000.wav
39.0,42.0,Brown-headed Nuthatch,0.7169,   1 PAM2_20230305_082000.wav
42.0,45.0,Brown-headed Nuthatch,0.9839,   1 PAM2_20230305_082000.wav
45.0,48.0,Bachman's Sparrow,0.1839,   1 PAM2_20230305_082000.wav
45.0,48.0,Brown-headed Nuthatch,0.5179,   1 PAM2_20230305_082000.wav
48.0,51.0,Blue-gray Gnatcatcher,0.2035,   1 PAM2_20230305_082000.wav
48.0,51.0,Brown-headed Nuthatch,0.1822,   1 PAM2_20230305_082000.wav
51.0,54.0,Downy Woodpecker,0.1419,   1 PAM2_20230305_082000.wav
54.0,57.0,Brown-headed Nuthatch,0.4366,   1 PAM2_20230305_082000.wav
54.0,57.0,Downy Woodpecker,0.1072,   1 PAM2_20230305_082000.wav
57.0,60.0,Downy Woodpecker,0.3804,   1 PAM2_20230305_082000.wav
0,3.0,Eastern Bluebird,0.4023,   1 PAM2_20230305_083000.wav
0,3.0,Red-shouldered Hawk,0.2774,   1 PAM2_20230305_083000.wav
12.0,15.0,Bachman's Sparrow,0.1531,   1 PAM2_20230305_083000.wav
12.0,15.0,Eastern Bluebird,0.3498,   1 PAM2_20230305_083000.wav
15.0,18.0,Eastern Bluebird,0.2445,   1 PAM2_20230305_083000.wav
15.0,18.0,White-throated Sparrow,0.1254,   1 PAM2_20230305_083000.wav
18.0,21.0,Carolina Chickadee,0.1428,   1 PAM2_20230305_083000.wav
18.0,21.0,White-throated Sparrow,0.2097,   1 PAM2_20230305_083000.wav
21.0,24.0,Eastern Bluebird,0.7353,   1 PAM2_20230305_083000.wav
24.0,27.0,Eastern Bluebird,0.1183,   1 PAM2_20230305_083000.wav
3.0,6.0,Carolina Chickadee,0.1707,   1 PAM2_20230305_083000.wav
3.0,6.0,Eastern Bluebird,0.5945,   1 PAM2_20230305_083000.wav
30.0,33.0,Pine Warbler,0.1385,   1 PAM2_20230305_083000.wav
33.0,36.0,Eastern Bluebird,0.7791,   1 PAM2_20230305_083000.wav
39.0,42.0,Cedar Waxwing,0.1034,   1 PAM2_20230305_083000.wav
39.0,42.0,Eastern Bluebird,0.1270,   1 PAM2_20230305_083000.wav
42.0,45.0,Eastern Bluebird,0.5394,   1 PAM2_20230305_083000.wav
51.0,54.0,Least Bittern,0.1089,   1 PAM2_20230305_083000.wav
54.0,57.0,Brown-headed Nuthatch,0.7239,   1 PAM2_20230305_083000.wav
57.0,60.0,Long-tailed Tit,0.2055,   1 PAM2_20230305_083000.wav
9.0,12.0,Bachman's Sparrow,0.1027,   1 PAM2_20230305_083000.wav
12.0,15.0,Bachman's Sparrow,0.1610,   1 PAM2_20230305_084000.wav
12.0,15.0,Savannah Sparrow,0.1597,   1 PAM2_20230305_084000.wav
15.0,18.0,Red-shouldered Hawk,0.5688,   1 PAM2_20230305_084000.wav
18.0,21.0,Red-shouldered Hawk,0.7024,   1 PAM2_20230305_084000.wav
21.0,24.0,Red-shouldered Hawk,0.9021,   1 PAM2_20230305_084000.wav
24.0,27.0,Red-shouldered Hawk,0.7840,   1 PAM2_20230305_084000.wav
27.0,30.0,Red-shouldered Hawk,0.8253,   1 PAM2_20230305_084000.wav
3.0,6.0,Red-bellied Woodpecker,0.1611,   1 PAM2_20230305_084000.wav
30.0,33.0,Northern Bobwhite,0.1482,   1 PAM2_20230305_084000.wav
36.0,39.0,White-throated Sparrow,0.3902,   1 PAM2_20230305_084000.wav
45.0,48.0,Blue Jay,0.3524,   1 PAM2_20230305_084000.wav
45.0,48.0,Common Grackle,0.1250,   1 PAM2_20230305_084000.wav
48.0,51.0,White-throated Sparrow,0.5446,   1 PAM2_20230305_084000.wav
51.0,54.0,Northern Bobwhite,0.1206,   1 PAM2_20230305_084000.wav
51.0,54.0,White-throated Sparrow,0.3190,   1 PAM2_20230305_084000.wav
54.0,57.0,Blue Jay,0.1030,   1 PAM2_20230305_084000.wav
57.0,60.0,Northern Bobwhite,0.3304,   1 PAM2_20230305_084000.wav
6.0,9.0,Yellow-bellied Sapsucker,0.1290,   1 PAM2_20230305_084000.wav
0,3.0,Eastern Bluebird,0.1637,   1 PAM2_20230305_085000.wav
21.0,24.0,Winter Wren,0.1455,   1 PAM2_20230305_085000.wav
27.0,30.0,Brown Creeper,0.1308,   1 PAM2_20230305_085000.wav
33.0,36.0,Red-shouldered Hawk,0.8477,   1 PAM2_20230305_085000.wav
36.0,39.0,Red-shouldered Hawk,0.4431,   1 PAM2_20230305_085000.wav
45.0,48.0,Carolina Chickadee,0.8897,   1 PAM2_20230305_085000.wav
54.0,57.0,Eastern Bluebird,0.3221,   1 PAM2_20230305_085000.wav
57.0,60.0,Song Sparrow,0.1537,   1 PAM2_20230305_085000.wav
6.0,9.0,Eastern Bluebird,0.9477,   1 PAM2_20230305_085000.wav
12.0,15.0,Cedar Waxwing,0.1677,   1 PAM2_20230305_090000.wav
15.0,18.0,Cedar Waxwing,0.1228,   1 PAM2_20230305_090000.wav
33.0,36.0,Bay-breasted Warbler,0.3678,   1 PAM2_20230305_090000.wav
36.0,39.0,Bachman's Sparrow,0.1471,   1 PAM2_20230305_090000.wav
36.0,39.0,Yellow-throated Warbler,0.1050,   1 PAM2_20230305_090000.wav
42.0,45.0,Bachman's Sparrow,0.1120,   1 PAM2_20230305_090000.wav
42.0,45.0,Tufted Titmouse,0.1541,   1 PAM2_20230305_090000.wav
51.0,54.0,Northern Cardinal,0.1096,   1 PAM2_20230305_090000.wav
54.0,57.0,Slate-colored Grosbeak,0.2459,   1 PAM2_20230305_090000.wav
0,3.0,Palm Warbler,0.1339,   1 PAM2_20230305_091000.wav
0,3.0,Tufted Titmouse,0.3002,   1 PAM2_20230305_091000.wav
15.0,18.0,Tufted Titmouse,0.5455,   1 PAM2_20230305_091000.wav
18.0,21.0,Black-crested Titmouse,0.1352,   1 PAM2_20230305_091000.wav
18.0,21.0,Tufted Titmouse,0.4193,   1 PAM2_20230305_091000.wav
21.0,24.0,Tufted Titmouse,0.3124,   1 PAM2_20230305_091000.wav
24.0,27.0,Gray Wagtail,0.7190,   1 PAM2_20230305_091000.wav
30.0,33.0,Red-bellied Woodpecker,0.3523,   1 PAM2_20230305_091000.wav
39.0,42.0,Gray Wagtail,0.1721,   1 PAM2_20230305_091000.wav
39.0,42.0,Swamp Sparrow,0.1535,   1 PAM2_20230305_091000.wav
45.0,48.0,Yellow-throated Warbler,0.2015,   1 PAM2_20230305_091000.wav
48.0,51.0,Palm Warbler,0.2229,   1 PAM2_20230305_091000.wav
48.0,51.0,Swamp Sparrow,0.8179,   1 PAM2_20230305_091000.wav
51.0,54.0,Swamp Sparrow,0.8210,   1 PAM2_20230305_091000.wav
51.0,54.0,Yellow-throated Warbler,0.1423,   1 PAM2_20230305_091000.wav
54.0,57.0,White-breasted Nuthatch,0.1897,   1 PAM2_20230305_091000.wav
54.0,57.0,Yellow-throated Warbler,0.4334,   1 PAM2_20230305_091000.wav
57.0,60.0,Swamp Sparrow,0.8428,   1 PAM2_20230305_091000.wav
6.0,9.0,Tufted Titmouse,0.4710,   1 PAM2_20230305_091000.wav
9.0,12.0,Tufted Titmouse,0.4785,   1 PAM2_20230305_091000.wav
0,3.0,Tufted Titmouse,0.1601,   1 PAM2_20230305_092000.wav
15.0,18.0,Mourning Dove,0.3376,   1 PAM2_20230305_092000.wav
18.0,21.0,Downy Woodpecker,0.2074,   1 PAM2_20230305_092000.wav
21.0,24.0,Pileated Woodpecker,0.1588,   1 PAM2_20230305_092000.wav
21.0,24.0,Red-bellied Woodpecker,0.1215,   1 PAM2_20230305_092000.wav
33.0,36.0,Blue-winged Warbler,0.1129,   1 PAM2_20230305_092000.wav
33.0,36.0,Red-cockaded Woodpecker,0.4172,   1 PAM2_20230305_092000.wav
39.0,42.0,Swamp Sparrow,0.4908,   1 PAM2_20230305_092000.wav
39.0,42.0,Yellow-throated Warbler,0.1161,   1 PAM2_20230305_092000.wav
42.0,45.0,Brown Creeper,0.3924,   1 PAM2_20230305_092000.wav
45.0,48.0,Brown Creeper,0.4907,   1 PAM2_20230305_092000.wav
45.0,48.0,Yellow-throated Warbler,0.1314,   1 PAM2_20230305_092000.wav
51.0,54.0,Brown Creeper,0.2567,   1 PAM2_20230305_092000.wav
51.0,54.0,Song Sparrow,0.1207,   1 PAM2_20230305_092000.wav
57.0,60.0,Pine Warbler,0.5338,   1 PAM2_20230305_092000.wav
6.0,9.0,Tufted Titmouse,0.1681,   1 PAM2_20230305_092000.wav
9.0,12.0,Tufted Titmouse,0.6158,   1 PAM2_20230305_092000.wav
0,3.0,Cirl Bunting,0.2004,   1 PAM2_20230305_093000.wav
0,3.0,Dark-eyed Junco,0.1086,   1 PAM2_20230305_093000.wav
0,3.0,Northern Bentbill,0.1538,   1 PAM2_20230305_093000.wav
0,3.0,Pine Warbler,0.5549,   1 PAM2_20230305_093000.wav
18.0,21.0,Song Sparrow,0.1791,   1 PAM2_20230305_093000.wav
21.0,24.0,Song Sparrow,0.5402,   1 PAM2_20230305_093000.wav
24.0,27.0,Song Sparrow,0.3563,   1 PAM2_20230305_093000.wav
27.0,30.0,Hudsonian Godwit,0.1409,   1 PAM2_20230305_093000.wav
27.0,30.0,Song Sparrow,0.5570,   1 PAM2_20230305_093000.wav
27.0,30.0,Swamp Sparrow,0.7826,   1 PAM2_20230305_093000.wav
3.0,6.0,Pine Warbler,0.2963,   1 PAM2_20230305_093000.wav
30.0,33.0,Yellow-bellied Sapsucker,0.1598,   1 PAM2_20230305_093000.wav
33.0,36.0,Carolina Chickadee,0.1153,   1 PAM2_20230305_093000.wav
33.0,36.0,Red-cockaded Woodpecker,0.1598,   1 PAM2_20230305_093000.wav
33.0,36.0,Song Sparrow,0.5312,   1 PAM2_20230305_093000.wav
36.0,39.0,Carolina Chickadee,0.1849,   1 PAM2_20230305_093000.wav
36.0,39.0,Song Sparrow,0.1221,   1 PAM2_20230305_093000.wav
39.0,42.0,Song Sparrow,0.5198,   1 PAM2_20230305_093000.wav
42.0,45.0,Carolina Chickadee,0.4236,   1 PAM2_20230305_093000.wav
42.0,45.0,Song Sparrow,0.3022,   1 PAM2_20230305_093000.wav
45.0,48.0,Song Sparrow,0.5098,   1 PAM2_20230305_093000.wav
48.0,51.0,Song Sparrow,0.6276,   1 PAM2_20230305_093000.wav
48.0,51.0,Swamp Sparrow,0.1639,   1 PAM2_20230305_093000.wav
51.0,54.0,Song Sparrow,0.3140,   1 PAM2_20230305_093000.wav
54.0,57.0,Carolina Chickadee,0.5929,   1 PAM2_20230305_093000.wav
57.0,60.0,Song Sparrow,0.2156,   1 PAM2_20230305_093000.wav
6.0,9.0,Yellow-browed Sparrow,0.2795,   1 PAM2_20230305_093000.wav
9.0,12.0,Chipping Sparrow,0.1223,   1 PAM2_20230305_093000.wav
9.0,12.0,Dark-eyed Junco,0.1267,   1 PAM2_20230305_093000.wav
9.0,12.0,Pine Warbler,0.4080,   1 PAM2_20230305_093000.wav
0,3.0,Pygmy Nuthatch,0.1645,   1 PAM2_20230305_094000.wav
12.0,15.0,Pacific-slope Flycatcher,0.1252,   1 PAM2_20230305_094000.wav
15.0,18.0,Yellow-bellied Sapsucker,0.1155,   1 PAM2_20230305_094000.wav
18.0,21.0,Citron-bellied Attila,0.1212,   1 PAM2_20230305_094000.wav
18.0,21.0,Tufted Titmouse,0.2283,   1 PAM2_20230305_094000.wav
18.0,21.0,Yellow-browed Shrike-Vireo,0.1057,   1 PAM2_20230305_094000.wav
27.0,30.0,Palm Warbler,0.5582,   1 PAM2_20230305_094000.wav
27.0,30.0,Swamp Sparrow,0.3418,   1 PAM2_20230305_094000.wav
27.0,30.0,Yellow-throated Warbler,0.1380,   1 PAM2_20230305_094000.wav
3.0,6.0,Brown-headed Nuthatch,0.3751,   1 PAM2_20230305_094000.wav
3.0,6.0,Pygmy Nuthatch,0.1401,   1 PAM2_20230305_094000.wav
30.0,33.0,Blue Jay,0.1261,   1 PAM2_20230305_094000.wav
33.0,36.0,American Tree Sparrow,0.1295,   1 PAM2_20230305_094000.wav
33.0,36.0,Blue Jay,0.1499,   1 PAM2_20230305_094000.wav
33.0,36.0,Palm Warbler,0.1176,   1 PAM2_20230305_094000.wav
36.0,39.0,Stork-billed Kingfisher,0.1642,   1 PAM2_20230305_094000.wav
39.0,42.0,Swamp Sparrow,0.8111,   1 PAM2_20230305_094000.wav
45.0,48.0,Common Grackle,0.6174,   1 PAM2_20230305_094000.wav
45.0,48.0,Rusty Blackbird,0.1280,   1 PAM2_20230305_094000.wav
48.0,51.0,Red-bellied Woodpecker,0.3291,   1 PAM2_20230305_094000.wav
51.0,54.0,Palm Warbler,0.2672,   1 PAM2_20230305_094000.wav
54.0,57.0,Palm Warbler,0.1045,   1 PAM2_20230305_094000.wav
54.0,57.0,Swamp Sparrow,0.7697,   1 PAM2_20230305_094000.wav
57.0,60.0,Blue Jay,0.1118,   1 PAM2_20230305_094000.wav
6.0,9.0,Brown-headed Nuthatch,0.2844,   1 PAM2_20230305_094000.wav
6.0,9.0,Pygmy Nuthatch,0.2551,   1 PAM2_20230305_094000.wav
0,3.0,Engine,0.1106,   1 PAM2_20230305_095000.wav
15.0,18.0,Carolina Chickadee,0.1104,   1 PAM2_20230305_095000.wav
18.0,21.0,Downy Woodpecker,0.1457,   1 PAM2_20230305_095000.wav
21.0,24.0,Downy Woodpecker,0.4978,   1 PAM2_20230305_095000.wav
21.0,24.0,Gray-headed Spinetail,0.1545,   1 PAM2_20230305_095000.wav
24.0,27.0,Downy Woodpecker,0.6900,   1 PAM2_20230305_095000.wav
3.0,6.0,Engine,0.1210,   1 PAM2_20230305_095000.wav
42.0,45.0,Spring Peeper,0.1719,   1 PAM2_20230305_095000.wav
45.0,48.0,Cedar Waxwing,0.1421,   1 PAM2_20230305_095000.wav
45.0,48.0,Downy Woodpecker,0.4644,   1 PAM2_20230305_095000.wav
48.0,51.0,Chimney Swift,0.1534,   1 PAM2_20230305_095000.wav
54.0,57.0,Brown Creeper,0.2027,   1 PAM2_20230305_095000.wav
9.0,12.0,Blue Jay,0.1678,   1 PAM2_20230305_095000.wav
21.0,24.0,American Pipit,0.1168,   1 PAM2_20230305_100000.wav
24.0,27.0,Pileated Woodpecker,0.1304,   1 PAM2_20230305_100000.wav
27.0,30.0,Townsend's Solitaire,0.1439,   1 PAM2_20230305_100000.wav
30.0,33.0,Townsend's Solitaire,0.3107,   1 PAM2_20230305_100000.wav
36.0,39.0,Spring Peeper,0.2069,   1 PAM2_20230305_100000.wav
39.0,42.0,Brush Cuckoo,0.1007,   1 PAM2_20230305_100000.wav
39.0,42.0,Spring Peeper,0.2659,   1 PAM2_20230305_100000.wav
42.0,45.0,Spring Peeper,0.1478,   1 PAM2_20230305_100000.wav
45.0,48.0,Spring Peeper,0.1614,   1 PAM2_20230305_100000.wav
48.0,51.0,Brown-headed Nuthatch,0.1166,   1 PAM2_20230305_100000.wav
48.0,51.0,Pygmy Nuthatch,0.1552,   1 PAM2_20230305_100000.wav
48.0,51.0,Spring Peeper,0.1142,   1 PAM2_20230305_100000.wav
51.0,54.0,Little Grass Frog,0.3597,   1 PAM2_20230305_100000.wav
54.0,57.0,Pygmy Nuthatch,0.2411,   1 PAM2_20230305_100000.wav
9.0,12.0,Townsend's Solitaire,0.3965,   1 PAM2_20230305_100000.wav
12.0,15.0,Engine,0.1788,   1 PAM2_20230305_101000.wav
15.0,18.0,Tufted Titmouse,0.8923,   1 PAM2_20230305_101000.wav
18.0,21.0,Tufted Titmouse,0.2183,   1 PAM2_20230305_101000.wav
21.0,24.0,Engine,0.4515,   1 PAM2_20230305_101000.wav
21.0,24.0,Tufted Titmouse,0.4906,   1 PAM2_20230305_101000.wav
24.0,27.0,Bachman's Sparrow,0.4440,   1 PAM2_20230305_101000.wav
24.0,27.0,Tufted Titmouse,0.1575,   1 PAM2_20230305_101000.wav
27.0,30.0,Eastern Narrow-mouthed Toad,0.1476,   1 PAM2_20230305_101000.wav
30.0,33.0,Engine,0.4620,   1 PAM2_20230305_101000.wav
33.0,36.0,Engine,0.3552,   1 PAM2_20230305_101000.wav
36.0,39.0,Bachman's Sparrow,0.2820,   1 PAM2_20230305_101000.wav
36.0,39.0,Pine Warbler,0.1928,   1 PAM2_20230305_101000.wav
39.0,42.0,Tufted Titmouse,0.5039,   1 PAM2_20230305_101000.wav
48.0,51.0,Tufted Titmouse,0.3923,   1 PAM2_20230305_101000.wav
